sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
OXR1_+_107670422.23-ENST00000312046.6	OXR1__ENST00000312046.6	3714.1	2865.5/3134.5	3714.1	3000	-0.30796	36178	3.5857e+05	1.1926	0.11652	0.88348	0.23304	0.43641	False
C21orf58__P1__primarysecondary__FWD__73	C21orf58__P1	4636.9	5704/5240.6	4636.9	5472.3	0.23894	1.0738e+05	4.9184e+05	1.1912	0.88321	0.11679	0.23358	0.43733	True
non-targeting_00530	negative_control__na	4071.2	4863.2/4801.8	4071.2	4832.5	0.24728	1884.3	4.0864e+05	1.191	0.88318	0.11682	0.23364	0.43736	True
POC1A__P1P2__secondary__FWD__38	POC1A__P1P2	5575.3	4266.1/4980.7	5575.3	4623.4	-0.27004	2.5533e+05	6.3949e+05	1.1903	0.11696	0.88304	0.23391	0.43773	False
STRADA__P1P2__primary__FWD__51	STRADA__P1P2	3675.7	4415.4/4351	3675.7	4383.2	0.25391	2071.7	3.533e+05	1.1903	0.88304	0.11696	0.23393	0.43773	True
ABCB10__P1P2__primary__FWD__50	ABCB10__P1P2	3716.2	4712.9/4144.2	3716.2	4428.5	0.25296	1.6171e+05	3.5885e+05	1.1892	0.88282	0.11718	0.23435	0.43844	True
THAP2_+_72057228.23-P1	THAP2__P1	4315.1	5148.3/5065.4	4315.1	5106.9	0.243	3434	4.4395e+05	1.1883	0.88265	0.11735	0.2347	0.43901	True
CCR6__ENST00000400926.2__secondary__FWD__47	CCR6__ENST00000400926.2	3721.3	4761.6/4106	3721.3	4433.8	0.25266	2.1491e+05	3.5957e+05	1.1882	0.88262	0.11738	0.23477	0.43905	True
non-targeting_00393	negative_control__na	5394.7	4858/4075.3	5394.7	4466.7	-0.27228	3.0636e+05	6.1018e+05	1.188	0.11742	0.88258	0.23483	0.43908	False
DNMT1__P1P2__primary__FWD__30	DNMT1__P1P2	5260.7	5323.5/7020.6	5260.7	6172.1	0.23045	1.4401e+06	5.8872e+05	1.1878	0.88253	0.11747	0.23493	0.43916	True
non-targeting_00892	negative_control__na	3923.8	5088.2/4238.3	3923.8	4663.2	0.24904	3.6117e+05	3.8774e+05	1.1876	0.8825	0.1175	0.23501	0.43916	True
ZNF608_+_124084166.23-P2	ZNF608__P2	4183.3	4732.6/5181.9	4183.3	4957.2	0.24485	1.0093e+05	4.2476e+05	1.1876	0.88249	0.11751	0.23501	0.43916	True
FBXL14__P1P2__primarysecondary__RVS__93	FBXL14__P1P2	4051.4	5513.2/4102.3	4051.4	4807.8	0.24688	9.954e+05	4.0582e+05	1.1872	0.88243	0.11757	0.23513	0.43927	True
OCIAD1__P1P2__secondary__RVS__56	OCIAD1__P1P2	4700.2	5164.9/5916.8	4700.2	5540.9	0.23734	2.8269e+05	5.0143e+05	1.1872	0.88242	0.11758	0.23516	0.43927	True
non-targeting_00775	negative_control__na	4057.7	3149.5/3453	4057.7	3301.3	-0.29754	46056	4.0671e+05	1.186	0.1178	0.8822	0.23561	0.44002	False
MEX3A__P1P2__secondary__FWD__25	MEX3A__P1P2	4276.7	3753.9/3229.5	4276.7	3491.7	-0.29249	1.3753e+05	4.3833e+05	1.1857	0.11788	0.88212	0.23576	0.44022	False
C6orf47__31627766__FWD__43	C6orf47__P1P2	4550.7	3746.7/3714.8	4550.7	3730.7	-0.28657	508.74	4.7887e+05	1.185	0.11802	0.88198	0.23603	0.44065	False
DOCK1_-_128594048.23-P1P2	DOCK1__P1P2	4737.6	3906.3/3881.5	4737.6	3893.9	-0.28286	307.89	5.0712e+05	1.1847	0.11807	0.88193	0.23614	0.44075	False
ELK3_+_96588699.23-P1P2	ELK3__P1P2	4097.1	3465.7/3207.1	4097.1	3336.4	-0.29622	33440	4.1236e+05	1.1846	0.11809	0.88191	0.23618	0.44075	False
LCOR_-_98592076.23-P1P2	LCOR__P1P2	4149	3093.6/3670.1	4149	3381.8	-0.29489	1.6619e+05	4.1981e+05	1.1841	0.11819	0.88181	0.23638	0.44104	False
NONO__P1P2__secondary__FWD__53	NONO__P1P2	3743.1	3061.4/2999.4	3743.1	3030.4	-0.30465	1922.9	3.6257e+05	1.1837	0.11827	0.88173	0.23654	0.44126	False
HIST2H2BE__149857437__FWD__-10	HIST2H2BE__149857437	3561.5	2503.7/3244.4	3561.5	2874	-0.30931	2.7433e+05	3.3778e+05	1.1829	0.11843	0.88157	0.23686	0.44177	False
NAIP__70315936__RVS__218	NAIP__70315936	3986	5170.1/4291.4	3986	4730.7	0.24705	3.8607e+05	3.9653e+05	1.1826	0.88152	0.11848	0.23697	0.44188	True
non-targeting_00194	negative_control__na	4578.8	4034.9/3479.1	4578.8	3757	-0.28531	1.5444e+05	4.8308e+05	1.1823	0.11854	0.88146	0.23708	0.442	False
RAB1A__P1P2__primary__FWD__55	RAB1A__P1P2	3663.2	3419.1/2505.7	3663.2	2962.4	-0.30625	4.1712e+05	3.516e+05	1.1819	0.11862	0.88138	0.23724	0.44222	False
non-targeting_01587	negative_control__na	3935.2	4772/4571.8	3935.2	4671.9	0.24751	20047	3.8934e+05	1.1806	0.88113	0.11887	0.23774	0.443	True
BRMS1__P1P2__secondary__FWD__71	BRMS1__P1P2	4177	4247.4/5643.9	4177	4945.7	0.24363	9.7509e+05	4.2386e+05	1.1806	0.88112	0.11888	0.23777	0.443	True
EPC1__P1P2__primarysecondary__FWD__-3	EPC1__P1P2	4111.6	4771/4972.3	4111.6	4871.6	0.24463	20269	4.1444e+05	1.1805	0.8811	0.1189	0.2378	0.443	True
UQCRC2__P1P2__primary__RVS__514	UQCRC2__P1P2	4504	5513.2/5114.8	4504	5314	0.23854	79372	4.7189e+05	1.1792	0.88083	0.11917	0.23834	0.44392	True
COPS8__237994319__FWD__34	COPS8__237994319	4328.6	5564/4667.7	4328.6	5115.9	0.24103	4.0171e+05	4.4593e+05	1.1789	0.88079	0.11921	0.23842	0.44399	True
SMURF2__P1P2__secondary__FWD__-16	SMURF2__P1P2	3439	2665.4/2876.4	3439	2770.9	-0.31153	22272	3.2136e+05	1.1785	0.1193	0.8807	0.23859	0.44422	False
RASAL2_+_178063714.23-P1P2	RASAL2__P1P2	3870.8	4172.8/5021.7	3870.8	4597.2	0.24806	3.6031e+05	3.8031e+05	1.1779	0.88058	0.11942	0.23884	0.4446	True
non-targeting_01322	negative_control__na	4041.1	3354.8/3229.5	4041.1	3292.1	-0.29563	7853.4	4.0435e+05	1.1778	0.11945	0.88055	0.23889	0.44461	False
NAE1__P1P2__primarysecondary__RVS__35	NAE1__P1P2	4740.7	4436.1/3368.3	4740.7	3902.2	-0.28075	5.7013e+05	5.0759e+05	1.1769	0.11961	0.88039	0.23922	0.44514	False
UFM1__P1P2__primary__RVS__47	UFM1__P1P2	4376.3	5404.4/4931.3	4376.3	5167.8	0.23979	1.119e+05	4.5295e+05	1.1761	0.88021	0.11979	0.23957	0.44571	True
MRGBP_+_61427994.23-P1P2	MRGBP__P1P2	3608.2	3576.7/5018.9	3608.2	4297.8	0.25224	1.04e+06	3.441e+05	1.1755	0.88011	0.11989	0.23978	0.446	True
non-targeting_00668	negative_control__na	4634.8	5531.9/5385.9	4634.8	5458.9	0.23605	10662	4.9152e+05	1.1754	0.88009	0.11991	0.23982	0.446	True
TMEM229B__67981402__FWD__-17	TMEM229B__P1	5025.1	3954/4351	5025.1	4152.5	-0.27511	78792	5.5151e+05	1.175	0.12	0.88	0.23999	0.44623	False
non-targeting_01123	negative_control__na	5911.6	7787.8/5991.3	5911.6	6889.6	0.22083	1.6136e+06	6.9514e+05	1.173	0.8796	0.1204	0.2408	0.44765	True
ARHGAP11B__30918117__RVS__30	ARHGAP11B__30918117	6661.1	5362.9/5830.2	6661.1	5596.6	-0.25117	1.0918e+05	8.24e+05	1.1727	0.12046	0.87954	0.24093	0.44777	False
ZC3H7B_-_41697650.23-P1P2	ZC3H7B__P1P2	3774.3	2934.9/3193.1	3774.3	3064	-0.30068	33337	3.6687e+05	1.1726	0.12048	0.87952	0.24096	0.44777	False
TTBK2_+_43212941.23-P1P2	TTBK2__P1P2	4353.5	5817/4460.9	4353.5	5139	0.23925	9.1949e+05	4.4959e+05	1.1714	0.87928	0.12072	0.24143	0.44857	True
non-targeting_00142	negative_control__na	3640.4	2879/3019	3640.4	2949	-0.30379	9801.1	3.4848e+05	1.1713	0.12075	0.87925	0.24149	0.44858	False
non-targeting_00665	negative_control__na	4238.3	3449.1/3486.6	4238.3	3467.9	-0.28936	700.27	4.3274e+05	1.1712	0.12076	0.87924	0.24153	0.44858	False
non-targeting_01142	negative_control__na	3571.9	4042.1/4465.6	3571.9	4253.9	0.25203	89642	3.3918e+05	1.171	0.8792	0.1208	0.24159	0.44861	True
IFT52__P1P2__secondary__FWD__57	IFT52__P1P2	4463.5	4782.4/5741.7	4463.5	5262	0.23738	4.6017e+05	4.6586e+05	1.1699	0.87898	0.12102	0.24204	0.44936	True
STT3B__P1P2__secondary__FWD__32	STT3B__P1P2	4874.6	3827.5/4221.5	4874.6	4024.5	-0.2764	77606	5.2813e+05	1.1697	0.12106	0.87894	0.24211	0.4494	False
CCDC101__P1P2__secondary__RVS__246	CCDC101__P1P2	2923.1	2453.9/2211.4	2923.1	2332.6	-0.32542	29413	2.5498e+05	1.1694	0.12113	0.87887	0.24226	0.44959	False
DEDD_+_161102331.23-P1P2	DEDD__P1P2	3223.1	3883.5/3827.5	3223.1	3855.5	0.2584	1569.9	2.9302e+05	1.1683	0.87866	0.12134	0.24268	0.45027	True
FAM60A__P1P2__secondary__RVS__97	FAM60A__P1P2	3894.7	3117.4/3224.8	3894.7	3171.1	-0.29644	5769.9	3.8365e+05	1.1682	0.12136	0.87864	0.24272	0.45027	False
non-targeting_01742	negative_control__na	4469.8	5446.9/5088.7	4469.8	5267.8	0.23696	64139	4.6678e+05	1.1681	0.87861	0.12139	0.24278	0.45029	True
TGDS__P1P2__primary__FWD__74	TGDS__P1P2	4186.4	3637.8/3211.8	4186.4	3424.8	-0.28961	90758	4.2521e+05	1.1679	0.12142	0.87858	0.24284	0.45031	False
non-targeting_00508	negative_control__na	3397.5	2928.7/2554.1	3397.5	2741.4	-0.30943	70151	3.1585e+05	1.1673	0.12154	0.87846	0.24307	0.45067	False
FRMPD2__49481953__RVS__78	FRMPD2__49481953	4225.8	4953.4/5030	4225.8	4991.7	0.24025	2936.3	4.3093e+05	1.1667	0.87834	0.12166	0.24332	0.45103	True
non-targeting_01858	negative_control__na	3986	4744/4696.6	3986	4720.3	0.24386	1124.6	3.9653e+05	1.166	0.8782	0.1218	0.24361	0.45149	True
FAM203A_-_145192742.23-ENST00000347708.4	FAM203A__ENST00000347708.4	5244.1	4478.6/4225.2	5244.1	4351.9	-0.269	32096	5.8607e+05	1.1655	0.12192	0.87808	0.24383	0.45182	False
non-targeting_01851	negative_control__na	4658.7	5570.3/5386.8	4658.7	5478.5	0.23382	16827	4.9513e+05	1.1651	0.87802	0.12198	0.24397	0.45198	True
non-targeting_00749	negative_control__na	3800.2	3146.4/3037.6	3800.2	3092	-0.29746	5922.5	3.7047e+05	1.1636	0.1223	0.8777	0.24459	0.45305	False
MIR205HG__209601956__FWD__-25	MIR205HG__P2	5253.5	5593.1/6697.4	5253.5	6145.2	0.22616	6.0979e+05	5.8756e+05	1.1634	0.87766	0.12234	0.24467	0.45311	True
AP1B1__P1P2__secondary__RVS__29	AP1B1__P1P2	3980.9	3258.4/3239.7	3980.9	3249.1	-0.29298	174.21	3.9579e+05	1.1632	0.12237	0.87763	0.24475	0.45316	False
non-targeting_01417	negative_control__na	3517.9	4170.7/4204.7	3517.9	4187.7	0.25139	579.72	3.3191e+05	1.1627	0.87752	0.12248	0.24496	0.45347	True
BOLA2__29465484__FWD__37	BOLA2__29465484	4982.6	5657.3/6023	4982.6	5840.2	0.22908	66858	5.4487e+05	1.1619	0.87735	0.12265	0.2453	0.45396	True
MED19__P1P2__primary__FWD__75	MED19__P1P2	6448.3	6943.9/8013.6	6448.3	7478.8	0.21386	5.7214e+05	7.8675e+05	1.1618	0.87734	0.12266	0.24532	0.45396	True
non-targeting_00821	negative_control__na	5449.7	4456.8/4614.6	5449.7	4535.7	-0.26478	12446	6.1906e+05	1.1616	0.1227	0.8773	0.2454	0.45402	False
RPL34_+_109541928.23-P1P2	RPL34__P1P2	504.48	298.57/374.46	504.48	336.52	-0.58271	2879.3	21001	1.1601	0.123	0.877	0.246	0.45504	False
FAM102A__P1P2__secondary__RVS__26	FAM102A__P1P2	4249.7	5817/4211.3	4249.7	5014.1	0.23859	1.2892e+06	4.344e+05	1.1598	0.87694	0.12306	0.24612	0.45518	True
CISD1_+_60028958.23-P1P2	CISD1__P1P2	4017.2	2832.3/3733.4	4017.2	3282.9	-0.29115	4.06e+05	4.0095e+05	1.1597	0.12309	0.87691	0.24617	0.45519	False
XPO5__P1P2__secondary__FWD__31	XPO5__P1P2	3821	3068.7/3156.8	3821	3112.7	-0.29568	3885.2	3.7336e+05	1.1591	0.12321	0.87679	0.24641	0.45554	False
DCUN1D1__P1P2__primary__RVS__25	DCUN1D1__P1P2	4145.9	3384.9/3408.3	4145.9	3396.6	-0.28752	275.06	4.1937e+05	1.1571	0.12362	0.87638	0.24724	0.45699	False
CCDC77__P2__primarysecondary__RVS__19	CCDC77__P2	4860.1	3668.9/4373.3	4860.1	4021.1	-0.27331	2.481e+05	5.2589e+05	1.1568	0.12367	0.87633	0.24733	0.45708	False
HELLS__P1P2__primary__FWD__-1	HELLS__P1P2	3522	4269.2/4108.8	3522	4189	0.25013	12861	3.3246e+05	1.1567	0.8763	0.1237	0.24739	0.4571	True
RAB1A__P1P2__secondary__FWD__36	RAB1A__P1P2	3893.7	3735.3/2620.3	3893.7	3177.8	-0.29302	6.2161e+05	3.8351e+05	1.156	0.12384	0.87616	0.24769	0.45755	False
TSPYL1__P1P2__primarysecondary__FWD__32	TSPYL1__P1P2	4314.1	3179.6/3908.5	4314.1	3544.1	-0.28357	2.6567e+05	4.438e+05	1.1558	0.12387	0.87613	0.24775	0.45758	False
BIVM__P1__primarysecondary__RVS__76	BIVM__P1	3115.1	2634.3/2375.3	3115.1	2504.8	-0.31449	33537	2.7915e+05	1.1552	0.12401	0.87599	0.24801	0.45798	False
CDK4_-_58146046.23-P1P2	CDK4__P1P2	4536.2	5172.2/5493.9	4536.2	5333	0.23343	51767	4.7669e+05	1.1541	0.87578	0.12422	0.24845	0.4587	True
LSM12__P1P2__primarysecondary__RVS__41	LSM12__P1P2	4432.4	3357.9/3940.2	4432.4	3649.1	-0.28049	1.6953e+05	4.6123e+05	1.1534	0.12437	0.87563	0.24874	0.45915	False
non-targeting_01354	negative_control__na	3024.8	2839.6/2016.7	3024.8	2428.1	-0.3169	3.3857e+05	2.677e+05	1.1533	0.1244	0.8756	0.24879	0.45916	False
non-targeting_01613	negative_control__na	5000.2	4539.8/3753.9	5000.2	4146.8	-0.26992	3.0879e+05	5.4762e+05	1.1532	0.12442	0.87558	0.24884	0.45916	False
non-targeting_01438	negative_control__na	3376.7	3909.4/4134	3376.7	4021.7	0.25212	25202	3.131e+05	1.1527	0.87548	0.12452	0.24905	0.45946	True
RFWD2__P1P2__secondary__RVS__-17	RFWD2__P1P2	4139.7	3973.7/5796.7	4139.7	4885.2	0.23885	1.6616e+06	4.1847e+05	1.1525	0.87544	0.12456	0.24913	0.45947	True
MED25_-_50321601.23-P1P2	MED25__P1P2	4193.6	2943.2/3939.3	4193.6	3441.3	-0.2852	4.9605e+05	4.2626e+05	1.1524	0.12457	0.87543	0.24915	0.45947	False
non-targeting_00267	negative_control__na	3706.8	4260.9/4530.8	3706.8	4395.8	0.2459	36417	3.5757e+05	1.1523	0.87539	0.12461	0.24922	0.4595	True
PFDN4_+_52825000.23-P1P2	PFDN4__P1P2	4973.2	3830.7/4417.1	4973.2	4123.9	-0.27011	1.7197e+05	5.4342e+05	1.1521	0.12463	0.87537	0.24926	0.45951	False
GNPNAT1_-_53258297.23-P1P2	GNPNAT1__P1P2	3979.8	3139.2/3372	3979.8	3255.6	-0.28971	27104	3.9565e+05	1.1514	0.12478	0.87522	0.24957	0.45993	False
APEX2_-_55026828.23-P1P2	APEX2__P1P2	3795	3442.9/2747	3795	3094.9	-0.29412	2.4218e+05	3.6975e+05	1.1513	0.12479	0.87521	0.24959	0.45993	False
LAMC1__P1P2__primarysecondary__FWD__56	LAMC1__P1P2	3651.8	4448.5/4215.9	3651.8	4332.2	0.24644	27054	3.5004e+05	1.1501	0.87494	0.12506	0.25011	0.46078	True
WNT3A__P1P2__primary__RVS__72	WNT3A__P1P2	4454.2	3504.1/3836.8	4454.2	3670.4	-0.27914	55351	4.6447e+05	1.15	0.12507	0.87493	0.25014	0.46078	False
SNRPB2_+_16710703.23-P1P2	SNRPB2__P1P2	3937.3	5029.1/4280.2	3937.3	4654.6	0.24142	2.8042e+05	3.8964e+05	1.1493	0.87478	0.12522	0.25044	0.46123	True
non-targeting_00628	negative_control__na	3897.8	4308.6/4910.8	3897.8	4609.7	0.24195	1.8134e+05	3.8409e+05	1.1487	0.87465	0.12535	0.25069	0.46161	True
ITGB3_-_45331197.23-P1P2	ITGB3__P1P2	3558.4	2513/3269.5	3558.4	2891.3	-0.29943	2.8618e+05	3.3736e+05	1.1486	0.12537	0.87463	0.25074	0.46161	False
RSPRY1_-_57220659.23-P1P2	RSPRY1__P1P2	4135.5	3383.8/3402.7	4135.5	3393.3	-0.28531	178.65	4.1787e+05	1.1482	0.12544	0.87456	0.25088	0.46174	False
non-targeting_00400	negative_control__na	4050.4	4668.3/4895	4050.4	4781.6	0.23939	25688	4.0568e+05	1.1481	0.87453	0.12547	0.25093	0.46174	True
AKAP10_+_19881106.23-P1P2	AKAP10__P1P2	3655.9	4599.9/4071.5	3655.9	4335.7	0.24596	1.3958e+05	3.506e+05	1.148	0.87452	0.12548	0.25096	0.46174	True
non-targeting_00118	negative_control__na	4243.5	4603/5395.2	4243.5	4999.1	0.23637	3.1378e+05	4.3349e+05	1.1477	0.87445	0.12555	0.25111	0.46187	True
non-targeting_01708	negative_control__na	3942.4	4867.4/4451.6	3942.4	4659.5	0.24102	86435	3.9037e+05	1.1476	0.87444	0.12556	0.25112	0.46187	True
ZNF90__P1P2__secondary__FWD__193	ZNF90__P1P2	4678.4	5170.1/5806	4678.4	5488	0.23023	2.0218e+05	4.9812e+05	1.1471	0.87434	0.12566	0.25132	0.46216	True
TUFM__28856875__RVS__20	TUFM__28856875	4496.8	3739.4/3680.3	4496.8	3709.9	-0.27745	1746.8	4.708e+05	1.1468	0.12573	0.87427	0.25146	0.46232	False
ATP1A1_-_116915944.23-P1P2	ATP1A1__P1P2	5009.5	4351.1/3969.1	5009.5	4160.1	-0.26801	72964	5.4908e+05	1.1464	0.12582	0.87418	0.25164	0.46257	False
EMD__P1P2__primary__RVS__59	EMD__P1P2	3793	2708.9/3484.7	3793	3096.8	-0.29246	3.0091e+05	3.6946e+05	1.1453	0.12604	0.87396	0.25209	0.46328	False
non-targeting_01622	negative_control__na	6021.6	7582.5/6395.6	6021.6	6989.1	0.21491	7.0437e+05	7.1364e+05	1.1452	0.87394	0.12606	0.25212	0.46328	True
COPE__P1P2__primarysecondary__RVS__456	COPE__P1P2	5163.2	4504.5/4088.3	5163.2	4296.4	-0.26507	86614	5.7322e+05	1.1448	0.12614	0.87386	0.25229	0.46349	False
SF3A2_-_2243509.23-P2	SF3A2__P2	5137.2	6364.4/5636.4	5137.2	6000.4	0.22403	2.6494e+05	5.6912e+05	1.1442	0.87373	0.12627	0.25254	0.46382	True
SMN2__69345238__RVS__242	SMN2__69345238	3716.2	4363.5/4439.5	3716.2	4401.5	0.24413	2884.8	3.5885e+05	1.1441	0.8737	0.1263	0.25259	0.46382	True
ZNF286A__15602675__FWD__65	ZNF286A__15602675	4346.2	5275.8/4949	4346.2	5112.4	0.23419	53407	4.4852e+05	1.144	0.8737	0.1263	0.25261	0.46382	True
non-targeting_01808	negative_control__na	4537.2	5046.7/5606.6	4537.2	5326.7	0.23138	1.5676e+05	4.7685e+05	1.1432	0.87353	0.12647	0.25295	0.46435	True
PABPC4__P1P2__primary__RVS__55	PABPC4__P1P2	4394	3816.1/3428.8	4394	3622.5	-0.27848	75010	4.5555e+05	1.1431	0.1265	0.8735	0.25301	0.46438	False
PLCG1__P1P2__secondary__FWD__58	PLCG1__P1P2	2815.1	2261.1/2245.8	2815.1	2253.4	-0.32095	116.25	2.4168e+05	1.1426	0.12661	0.87339	0.25322	0.46467	False
GNE__P1P2__primarysecondary__FWD__73	GNE__P1P2	4839.3	5423/5906.6	4839.3	5664.8	0.22719	1.169e+05	5.227e+05	1.1418	0.87323	0.12677	0.25353	0.46516	True
TULP3_-_3000092.23-P2	TULP3__P2	3517.9	4518/3833.1	3517.9	4175.5	0.24719	2.3455e+05	3.3191e+05	1.1415	0.87318	0.12682	0.25365	0.46529	True
SLC25A46_+_110074812.23-P1P2	SLC25A46__P1P2	3927.9	3398.3/3035.7	3927.9	3217	-0.28795	65746	3.8832e+05	1.1408	0.12698	0.87302	0.25396	0.46578	False
RBPMS2__P1P2__secondary__FWD__31	RBPMS2__P1P2	4325.5	4673.5/5497.7	4325.5	5085.6	0.2335	3.3961e+05	4.4547e+05	1.1388	0.87261	0.12739	0.25477	0.46712	True
TBC1D31__P1P2__primary__FWD__36	TBC1D31__P1P2	5182.9	4130.3/4506.5	5182.9	4318.4	-0.2632	70795	5.7634e+05	1.1387	0.12741	0.87259	0.25482	0.46712	False
FNIP1__P1P2__secondary__RVS__61	FNIP1__P1P2	4636.9	3939.5/3737.1	4636.9	3838.3	-0.27262	20477	4.9184e+05	1.1387	0.12742	0.87258	0.25484	0.46712	False
CD99L2__P1P2__primary__FWD__84	CD99L2__P1P2	4216.5	3393.2/3548	4216.5	3470.6	-0.28078	11995	4.2957e+05	1.138	0.12755	0.87245	0.25511	0.46752	False
SGK3_-_67687752.23-ENST00000396596.1_ENST00000522398.1	SGK3__ENST00000396596.1_ENST00000522398.1	3810.6	2762.8/3471.7	3810.6	3117.3	-0.28966	2.5122e+05	3.7191e+05	1.1369	0.12778	0.87222	0.25556	0.46826	False
GPR137_-_64052395.23-P1	GPR137__P1	5140.3	4864.3/3700.8	5140.3	4282.5	-0.26334	6.768e+05	5.6961e+05	1.1366	0.12786	0.87214	0.25572	0.46846	False
non-targeting_00674	negative_control__na	4664.9	5320.4/5609.4	4664.9	5464.9	0.2283	41767	4.9607e+05	1.1358	0.87199	0.12801	0.25602	0.46893	True
non-targeting_00057	negative_control__na	3739	3814.1/5029.1	3739	4421.6	0.24186	7.3817e+05	3.62e+05	1.1345	0.87171	0.12829	0.25658	0.46985	True
non-targeting_00972	negative_control__na	4263.2	4075.3/2953.8	4263.2	3514.5	-0.27853	6.2895e+05	4.3636e+05	1.1333	0.12854	0.87146	0.25707	0.47067	False
KAT7__P1P2__primarysecondary__FWD__65	KAT7__P1P2	3845.9	3424.3/2876.4	3845.9	3150.4	-0.28773	1.5005e+05	3.7683e+05	1.1331	0.12859	0.87141	0.25718	0.47078	False
STRADA_+_61819123.23-P1P2	STRADA__P1P2	4849.7	4763.7/6576.3	4849.7	5670	0.22542	1.6428e+06	5.2429e+05	1.1329	0.87138	0.12862	0.25725	0.47082	True
MARCKS_+_114178796.23-P1P2	MARCKS__P1P2	4055.6	4542.9/5012.3	4055.6	4777.6	0.23632	1.102e+05	4.0642e+05	1.1326	0.8713	0.1287	0.2574	0.471	True
KLHL5__P1P2__secondary__RVS__250	KLHL5__P1P2	5046.9	4314.8/4093	5046.9	4203.9	-0.26362	24605	5.5493e+05	1.1317	0.12888	0.87112	0.25777	0.47159	False
STX4_-_31045235.23-P1P2	STX4__P1P2	3202.3	2587.6/2597.9	3202.3	2592.8	-0.30452	52.948	2.9034e+05	1.1312	0.12898	0.87102	0.25795	0.47177	False
SLX1A__30205037__RVS__10	SLX1A__30205037	3136.9	2722.4/2350.1	3136.9	2536.3	-0.30653	69288	2.8193e+05	1.1312	0.12898	0.87102	0.25796	0.47177	False
non-targeting_01383	negative_control__na	3400.6	3844.1/4229	3400.6	4036.5	0.24727	74049	3.1626e+05	1.1308	0.87094	0.12906	0.25812	0.47197	True
TRIP6_-_100465052.23-P1P2	TRIP6__P1P2	4631.7	5408.5/5439	4631.7	5423.8	0.2277	463.28	4.9105e+05	1.1303	0.87082	0.12918	0.25835	0.47227	True
UBE2Q1__P1P2__secondary__RVS__54	UBE2Q1__P1P2	4591.2	3789.2/3819.1	4591.2	3804.1	-0.27124	447.72	4.8495e+05	1.1302	0.12919	0.87081	0.25838	0.47227	False
RNF126_+_663126.23-P1P2	RNF126__P1P2	3808.5	5064.3/3930	3808.5	4497.2	0.23972	6.4342e+05	3.7162e+05	1.1296	0.87068	0.12932	0.25865	0.47259	True
RHOG__P1P2__primary__FWD__70	RHOG__P1P2	3493	2987.8/2703.2	3493	2845.5	-0.29568	40505	3.2856e+05	1.1296	0.12933	0.87067	0.25865	0.47259	False
SOX2__P1P2__secondary__FWD__19	SOX2__P1P2	4767.7	4732.6/6418	4767.7	5575.3	0.22571	1.4202e+06	5.1171e+05	1.129	0.87055	0.12945	0.25891	0.47297	True
non-targeting_01233	negative_control__na	3311.3	2905.9/2471.2	3311.3	2688.6	-0.30046	94466	3.0451e+05	1.1285	0.12955	0.87045	0.2591	0.47322	False
LRP6__P1P2__secondary__FWD__66	LRP6__P1P2	4036.9	5357.7/4147.9	4036.9	4752.8	0.23548	7.3182e+05	4.0375e+05	1.1267	0.87007	0.12993	0.25987	0.47454	True
non-targeting_00223	negative_control__na	5203.7	4496.2/4196.4	5203.7	4346.3	-0.25968	44958	5.7964e+05	1.1261	0.13006	0.86994	0.26011	0.47477	False
PPP6R3__P1P2__primarysecondary__RVS__45	PPP6R3__P1P2	5270.1	4229.8/4580.1	5270.1	4405	-0.25864	61372	5.9021e+05	1.1261	0.13006	0.86994	0.26012	0.47477	False
non-targeting_01270	negative_control__na	3450.4	2823/2798.2	3450.4	2810.6	-0.29581	306.85	3.2288e+05	1.126	0.13008	0.86992	0.26015	0.47477	False
SPIN1__P1P2__primary__FWD__20	SPIN1__P1P2	4294.3	5255.1/4828.8	4294.3	5042	0.2315	90846	4.4091e+05	1.1259	0.8699	0.1301	0.26019	0.47477	True
TRIM28__P1P2__primary__FWD__63	TRIM28__P1P2	4202	4999/4876.4	4202	4937.7	0.23273	7525	4.2746e+05	1.1253	0.86977	0.13023	0.26046	0.47508	True
IFT88_-_21141285.23-P1P2	IFT88__P1P2	3539.7	2899.7/2877.4	3539.7	2888.5	-0.2932	248.94	3.3484e+05	1.1253	0.13023	0.86977	0.26046	0.47508	False
non-targeting_00381	negative_control__na	1757.4	2452.9/1852.7	1757.4	2152.8	0.29263	1.8008e+05	1.2362e+05	1.1246	0.86962	0.13038	0.26075	0.47553	True
BTAF1__P1P2__secondary__FWD__56	BTAF1__P1P2	4863.2	5605.5/5752	4863.2	5678.7	0.22363	10723	5.2637e+05	1.1241	0.86951	0.13049	0.26097	0.47584	True
USP3_-_63797251.23-P1P2	USP3__P1P2	3242.8	4044.2/3663.6	3242.8	3853.9	0.249	72453	2.9558e+05	1.124	0.86949	0.13051	0.26102	0.47584	True
SERBP1__P1P2__primary__RVS__535	SERBP1__P1P2	3650.8	3186.9/2785.2	3650.8	2986	-0.28989	80681	3.499e+05	1.1238	0.13055	0.86945	0.2611	0.47586	False
ZBTB7B__P1P2__primary__FWD__61	ZBTB7B__P1P2	4727.2	5793.2/5259.2	4727.2	5526.2	0.22525	1.4256e+05	5.0553e+05	1.1237	0.86943	0.13057	0.26113	0.47586	True
